Professor_Code,professor_name,Years_of_Experience,Field_of_Expertise,Past_Mentee_Performance,Behavior_Rating,Feedback_Rating,Contact_Email
P9284,P  Nicoletto,13,Web Development,7.4,5.02,9.75,p..nicoletto@univ.edu
P9285,P  Nicoletto,19,Cybersecurity,7.75,5.56,7.58,p..nicoletto@univ.edu
P9286,P  Nicoletto,20,Cybersecurity,7.48,7.16,8.24,p..nicoletto@univ.edu
P9287,P  Nicoletto,13,Cybersecurity,7.09,9.16,9.22,p..nicoletto@univ.edu
P9288,Betty  Given,18,AI/ML,6.54,7.62,8.13,betty..given@univ.edu
P9289,Betty  Given,14,Web Development,6.98,7.76,8.76,betty..given@univ.edu
P9290,Betty  Given,15,AI/ML,7.74,8.44,7.96,betty..given@univ.edu
P9291,Betty  Given,18,Web Development,7.57,6.45,8.35,betty..given@univ.edu
P9292,Betty  Given,3,AI/ML,7.72,6.05,6.69,betty..given@univ.edu
P9293,Betty  Given,18,AI/ML,10.0,8.35,7.72,betty..given@univ.edu
P9294,Betty  Given,17,AI/ML,6.4,7.49,6.98,betty..given@univ.edu
P9295,Betty  Given,8,Mobile Development,5.1,8.76,7.6,betty..given@univ.edu
P9296,Betty  Given,14,AI/ML,6.51,6.73,5.01,betty..given@univ.edu
P9297,Betty  Given,10,Cybersecurity,6.57,9.11,7.49,betty..given@univ.edu
P9298,Betty  Given,9,Data Science,7.53,6.36,7.78,betty..given@univ.edu
P9299,Betty  Given,4,AI/ML,6.7,8.01,6.8,betty..given@univ.edu
P9300,Betty  Given,14,Data Science,7.88,8.72,8.13,betty..given@univ.edu
P9301,Betty  Given,16,Data Science,6.08,6.47,7.09,betty..given@univ.edu
P9302,Betty  Given,18,Cybersecurity,7.69,5.74,7.93,betty..given@univ.edu
P9303,Betty  Given,13,Data Science,5.26,6.59,9.3,betty..given@univ.edu
P9304,Betty  Given,11,Data Science,6.99,7.56,6.45,betty..given@univ.edu
P9305,Betty  Given,12,Data Science,6.03,7.34,6.48,betty..given@univ.edu
P9306,Bob  Fey,19,Web Development,6.57,9.74,8.79,bob..fey@univ.edu
P9307,Bob  Fey,14,AI/ML,4.54,6.53,6.57,bob..fey@univ.edu
P9308,Bob  Fey,8,AI/ML,8.03,9.4,7.72,bob..fey@univ.edu
P9309,Bob  Fey,13,Data Science,6.54,9.23,7.17,bob..fey@univ.edu
P9310,Bob  Fey,11,Cybersecurity,6.87,7.54,4.51,bob..fey@univ.edu
P9311,Bob  Fey,8,Web Development,7.5,5.19,7.34,bob..fey@univ.edu
P9312,Bob  Fey,18,Cybersecurity,6.12,6.56,6.41,bob..fey@univ.edu
P9313,Bob  Fey,18,Cybersecurity,6.41,9.01,7.72,bob..fey@univ.edu
P9314,Bob  Fey,8,Data Science,4.88,7.52,8.47,bob..fey@univ.edu
P9315,Bob  Fey,7,Mobile Development,6.61,9.5,6.36,bob..fey@univ.edu
P9316,Bob  Fey,6,Data Science,8.85,7.69,6.8,bob..fey@univ.edu
P9317,Bob  Fey,4,Mobile Development,7.33,6.1,5.56,bob..fey@univ.edu
P9318,Bob  Fey,8,Web Development,5.2,8.02,7.59,bob..fey@univ.edu
P9319,Bob  Fey,11,Mobile Development,7.51,10.0,7.3,bob..fey@univ.edu
P9320,Bob  Fey,19,Data Science,8.54,6.88,8.01,bob..fey@univ.edu
P9321,Bob  Fey,16,Data Science,5.79,10.0,7.81,bob..fey@univ.edu
P9322,Bob  Fey,9,Cybersecurity,6.74,10.0,7.73,bob..fey@univ.edu
P9323,Bob  Fey,3,Data Science,6.78,6.63,6.82,bob..fey@univ.edu
P9324,Bob  Fey,17,Data Science,7.15,5.43,8.57,bob..fey@univ.edu
P9325,Nathan  Greene,20,AI/ML,7.14,6.37,8.17,nathan..greene@univ.edu
P9326,Nathan  Greene,5,AI/ML,7.76,6.38,7.99,nathan..greene@univ.edu
P9327,Nathan  Greene,20,Cybersecurity,6.85,6.94,7.31,nathan..greene@univ.edu
P9328,Chris  Gould,4,Mobile Development,8.48,8.08,8.93,chris..gould@univ.edu
P9329,Chris  Gould,12,Mobile Development,4.69,4.96,7.99,chris..gould@univ.edu
P9330,Chris  Gould,13,AI/ML,5.62,7.68,7.73,chris..gould@univ.edu
P9331,Chris  Gould,5,Web Development,8.78,8.66,5.71,chris..gould@univ.edu
P9332,Chris  Gould,9,AI/ML,6.43,7.95,8.76,chris..gould@univ.edu
P9333,Chris  Gould,10,Web Development,7.67,8.93,10.0,chris..gould@univ.edu
P9334,Chris  Gould,20,Mobile Development,6.84,8.62,6.95,chris..gould@univ.edu
P9335,Chris  Gould,15,AI/ML,8.13,10.0,6.94,chris..gould@univ.edu
P9336,Chris  Gould,15,Data Science,7.5,6.65,6.93,chris..gould@univ.edu
P9337,Chris  Gould,14,Web Development,10.0,10.0,7.09,chris..gould@univ.edu
P9338,Chris  Gould,19,Web Development,6.97,6.67,6.62,chris..gould@univ.edu
P9339,Chris  Gould,14,Web Development,6.5,6.4,9.6,chris..gould@univ.edu
P9340,Chris  Gould,15,Mobile Development,8.53,7.73,8.4,chris..gould@univ.edu
P9341,Chris  Gould,14,Cybersecurity,7.82,8.15,7.73,chris..gould@univ.edu
P9342,Tom  Albright,16,Data Science,6.03,8.33,8.46,tom..albright@univ.edu
P9343,Tom  Albright,9,AI/ML,8.05,9.87,8.42,tom..albright@univ.edu
P9344,Tom  Albright,15,Web Development,7.24,10.0,6.41,tom..albright@univ.edu
P9345,Tom  Albright,8,Mobile Development,7.1,8.39,7.28,tom..albright@univ.edu
P9346,Tom  Albright,6,Web Development,7.52,10.0,7.79,tom..albright@univ.edu
P9347,Tom  Albright,11,AI/ML,7.97,9.65,8.29,tom..albright@univ.edu
P9348,Tom  Albright,18,Data Science,7.23,4.97,8.21,tom..albright@univ.edu
P9349,Tom  Albright,6,Web Development,6.68,8.87,7.5,tom..albright@univ.edu
P9350,Tom  Albright,8,Mobile Development,9.51,4.65,5.16,tom..albright@univ.edu
P9351,Tom  Albright,10,Mobile Development,6.95,9.58,5.68,tom..albright@univ.edu
P9352,Tom  Albright,18,Cybersecurity,8.6,8.84,6.88,tom..albright@univ.edu
P9353,Tom  Albright,7,Mobile Development,6.33,9.41,8.79,tom..albright@univ.edu
P9354,Tom  Albright,12,Cybersecurity,5.98,5.86,7.55,tom..albright@univ.edu
P9355,Susan  Lindahl,15,Data Science,8.16,8.83,7.4,susan..lindahl@univ.edu
P9356,Susan  Lindahl,16,AI/ML,6.7,8.38,6.71,susan..lindahl@univ.edu
P9357,Susan  Lindahl,9,Cybersecurity,4.67,7.03,7.25,susan..lindahl@univ.edu
P9358,Susan  Lindahl,8,Web Development,6.75,8.41,8.54,susan..lindahl@univ.edu
P9359,Susan  Lindahl,9,Web Development,7.61,6.7,7.46,susan..lindahl@univ.edu
P9360,Susan  Lindahl,7,AI/ML,6.16,7.09,7.69,susan..lindahl@univ.edu
P9361,Susan  Lindahl,20,Mobile Development,6.02,9.38,4.73,susan..lindahl@univ.edu
P9362,Susan  Lindahl,14,Web Development,7.23,7.77,6.04,susan..lindahl@univ.edu
P9363,Susan  Lindahl,8,Cybersecurity,5.63,8.37,8.48,susan..lindahl@univ.edu
P9364,Susan  Lindahl,3,AI/ML,7.37,8.05,7.6,susan..lindahl@univ.edu
P9365,Susan  Lindahl,6,Web Development,8.24,8.53,7.22,susan..lindahl@univ.edu
P9366,Susan  Lindahl,14,Mobile Development,8.56,8.07,6.44,susan..lindahl@univ.edu
P9367,Susan  Lindahl,17,Mobile Development,6.22,4.77,6.59,susan..lindahl@univ.edu
P9368,Susan  Lindahl,5,Web Development,9.14,6.65,7.17,susan..lindahl@univ.edu
P9369,Susan  Lindahl,10,AI/ML,7.7,7.07,6.91,susan..lindahl@univ.edu
P9370,Susan  Lindahl,13,Data Science,6.19,5.13,7.95,susan..lindahl@univ.edu
P9371,Susan  Lindahl,18,Web Development,6.49,8.05,8.79,susan..lindahl@univ.edu
P9372,Susan  Lindahl,11,Mobile Development,6.16,6.69,8.61,susan..lindahl@univ.edu
P9373,Susan  Lindahl,5,Data Science,4.54,6.47,6.03,susan..lindahl@univ.edu
P9374,Susan  Lindahl,7,AI/ML,8.71,4.98,7.84,susan..lindahl@univ.edu
P9375,Melbourne  Hovell,16,Mobile Development,7.26,7.3,9.32,melbourne..hovell@univ.edu
P9376,Melbourne  Hovell,17,AI/ML,7.78,8.31,7.72,melbourne..hovell@univ.edu
P9377,Melbourne  Hovell,8,Web Development,7.12,8.04,8.62,melbourne..hovell@univ.edu
P9378,Melbourne  Hovell,6,AI/ML,5.19,8.84,9.14,melbourne..hovell@univ.edu
P9379,Melbourne  Hovell,10,Mobile Development,7.41,7.27,7.78,melbourne..hovell@univ.edu
P9380,Melbourne  Hovell,7,Web Development,8.15,9.36,6.71,melbourne..hovell@univ.edu
P9381,Melbourne  Hovell,15,Mobile Development,8.14,8.93,7.91,melbourne..hovell@univ.edu
P9382,John  Alcaraz,18,Mobile Development,8.31,7.57,5.8,john..alcaraz@univ.edu
P9383,John  Alcaraz,3,Data Science,7.06,7.51,7.77,john..alcaraz@univ.edu
P9384,John  Alcaraz,15,Cybersecurity,4.16,10.0,8.06,john..alcaraz@univ.edu
P9385,John  Alcaraz,13,AI/ML,7.81,7.21,4.9,john..alcaraz@univ.edu
P9386,John  Alcaraz,10,AI/ML,7.09,10.0,5.07,john..alcaraz@univ.edu
P9387,John  Alcaraz,10,Data Science,9.39,9.03,8.45,john..alcaraz@univ.edu
P9388,John  Alcaraz,16,AI/ML,9.27,6.62,5.44,john..alcaraz@univ.edu
P9389,John  Alcaraz,15,Data Science,8.32,7.91,6.1,john..alcaraz@univ.edu
P9390,John  Alcaraz,5,AI/ML,5.35,7.18,7.93,john..alcaraz@univ.edu
P9391,John  Alcaraz,6,AI/ML,5.67,6.79,6.3,john..alcaraz@univ.edu
P9392,Jenny  Quintana,17,Mobile Development,7.63,7.88,7.45,jenny..quintana@univ.edu
P9393,Jenny  Quintana,17,Data Science,5.6,6.79,8.32,jenny..quintana@univ.edu
P9394,Jenny  Quintana,15,AI/ML,8.06,6.7,8.26,jenny..quintana@univ.edu
P9395,Jenny  Quintana,11,Cybersecurity,8.11,8.05,8.47,jenny..quintana@univ.edu
P9396,Jenny  Quintana,12,Data Science,8.87,9.47,7.93,jenny..quintana@univ.edu
P9397,Jenny  Quintana,14,Data Science,8.31,7.39,8.82,jenny..quintana@univ.edu
P9398,C  Jochim,16,Data Science,6.54,8.23,6.76,c..jochim@univ.edu
P9399,C  Jochim,3,Mobile Development,6.92,8.22,7.3,c..jochim@univ.edu
P9400,C  Jochim,16,Data Science,5.98,6.61,7.38,c..jochim@univ.edu
P9401,C  Jochim,16,Mobile Development,7.32,9.98,4.74,c..jochim@univ.edu
P9402,C  Jochim,10,Cybersecurity,4.39,7.37,7.5,c..jochim@univ.edu
P9403,C  Jochim,18,Web Development,6.65,6.91,8.78,c..jochim@univ.edu
P9404,C  Jochim,16,Mobile Development,7.84,9.83,7.85,c..jochim@univ.edu
P9405,C  Jochim,3,AI/ML,7.74,8.48,8.33,c..jochim@univ.edu
P9406,C  Jochim,18,Data Science,8.04,9.32,7.29,c..jochim@univ.edu
P9407,C  Jochim,20,Web Development,5.73,6.52,8.55,c..jochim@univ.edu
P9408,Daniel  Rodeheaver,9,Mobile Development,5.46,10.0,6.63,daniel..rodeheaver@univ.edu
P9409,Daniel  Rodeheaver,17,AI/ML,7.72,6.07,7.79,daniel..rodeheaver@univ.edu
P9410,Daniel  Rodeheaver,19,Web Development,5.85,9.19,10.0,daniel..rodeheaver@univ.edu
P9411,Daniel  Rodeheaver,15,Cybersecurity,5.59,8.96,8.52,daniel..rodeheaver@univ.edu
P9412,Daniel  Rodeheaver,11,Mobile Development,7.26,7.74,7.38,daniel..rodeheaver@univ.edu
P9413,Daniel  Rodeheaver,17,Mobile Development,6.97,9.27,5.94,daniel..rodeheaver@univ.edu
P9414,Daniel  Rodeheaver,5,Cybersecurity,9.87,5.79,9.16,daniel..rodeheaver@univ.edu
P9415,Daniel  Rodeheaver,3,Mobile Development,7.45,7.94,9.83,daniel..rodeheaver@univ.edu
P9416,Daniel  Rodeheaver,18,Data Science,7.21,9.26,9.87,daniel..rodeheaver@univ.edu
P9417,Daniel  Rodeheaver,10,Mobile Development,6.33,9.6,8.09,daniel..rodeheaver@univ.edu
P9418,Daniel  Rodeheaver,15,Data Science,7.99,9.26,4.06,daniel..rodeheaver@univ.edu
P9419,Daniel  Rodeheaver,10,Mobile Development,6.96,4.72,6.82,daniel..rodeheaver@univ.edu
P9420,Daniel  Rodeheaver,19,AI/ML,6.38,9.2,9.31,daniel..rodeheaver@univ.edu
P9421,Daniel  Rodeheaver,16,AI/ML,6.75,8.35,7.54,daniel..rodeheaver@univ.edu
P9422,Daniel  Rodeheaver,9,Web Development,6.6,10.0,7.83,daniel..rodeheaver@univ.edu
P9423,Daniel  Rodeheaver,17,AI/ML,6.9,7.91,7.37,daniel..rodeheaver@univ.edu
P9424,Daniel  Rodeheaver,18,Cybersecurity,9.7,5.15,7.64,daniel..rodeheaver@univ.edu
P9425,Daniel  Rodeheaver,8,Web Development,7.77,7.94,6.3,daniel..rodeheaver@univ.edu
P9426,Daniel  Rodeheaver,3,AI/ML,6.78,5.76,5.81,daniel..rodeheaver@univ.edu
P9427,Daniel  Rodeheaver,14,Data Science,6.93,8.28,5.14,daniel..rodeheaver@univ.edu
P9428,Susan  Keehn,20,Mobile Development,5.33,6.43,7.12,susan..keehn@univ.edu
P9429,Susan  Keehn,18,AI/ML,4.83,10.0,5.54,susan..keehn@univ.edu
P9430,Susan  Keehn,14,Data Science,7.89,8.14,9.42,susan..keehn@univ.edu
P9431,Susan  Keehn,15,Web Development,7.87,4.91,7.46,susan..keehn@univ.edu
P9432,Susan  Keehn,10,Mobile Development,7.49,10.0,6.77,susan..keehn@univ.edu
P9433,Susan  Keehn,3,AI/ML,8.78,10.0,8.14,susan..keehn@univ.edu
P9434,Susan  Keehn,9,Web Development,7.26,6.87,6.76,susan..keehn@univ.edu
P9435,Susan  Keehn,17,AI/ML,7.98,6.06,9.67,susan..keehn@univ.edu
P9436,Susan  Keehn,15,Web Development,6.91,6.16,7.7,susan..keehn@univ.edu
P9437,Susan  Keehn,15,AI/ML,4.0,4.77,8.13,susan..keehn@univ.edu
P9438,Susan  Keehn,11,Data Science,8.4,8.7,8.33,susan..keehn@univ.edu
P9439,Jerry  Scripps,17,Cybersecurity,5.84,6.94,6.16,jerry..scripps@univ.edu
P9440,Jerry  Scripps,6,Data Science,7.31,6.84,4.78,jerry..scripps@univ.edu
P9441,Jerry  Scripps,15,Mobile Development,6.16,7.48,8.99,jerry..scripps@univ.edu
P9442,Jerry  Scripps,14,AI/ML,7.32,9.97,8.43,jerry..scripps@univ.edu
P9443,Jerry  Scripps,7,Cybersecurity,9.0,7.47,9.03,jerry..scripps@univ.edu
P9444,Jerry  Scripps,9,Cybersecurity,7.72,7.21,6.8,jerry..scripps@univ.edu
P9445,Jerry  Scripps,10,Mobile Development,7.98,6.43,9.14,jerry..scripps@univ.edu
P9446,Jerry  Scripps,7,Mobile Development,6.79,8.67,9.89,jerry..scripps@univ.edu
P9447,Jerry  Scripps,11,Cybersecurity,6.66,6.48,6.85,jerry..scripps@univ.edu
P9448,Jerry  Scripps,16,Mobile Development,6.64,7.23,7.59,jerry..scripps@univ.edu
P9449,Jerry  Scripps,14,Mobile Development,7.92,9.6,8.69,jerry..scripps@univ.edu
P9450,Jerry  Scripps,6,AI/ML,7.04,5.88,8.78,jerry..scripps@univ.edu
P9451,Jerry  Scripps,10,Data Science,7.83,5.35,10.0,jerry..scripps@univ.edu
P9452,Jerry  Scripps,19,Web Development,6.79,7.08,8.43,jerry..scripps@univ.edu
P9453,Jerry  Scripps,10,Cybersecurity,8.22,7.78,7.25,jerry..scripps@univ.edu
P9454,Jerry  Scripps,3,Web Development,7.83,8.56,8.27,jerry..scripps@univ.edu
P9455,Jerry  Scripps,4,Cybersecurity,7.14,7.79,5.52,jerry..scripps@univ.edu
P9456,Jerry  Scripps,6,Cybersecurity,7.82,8.03,9.27,jerry..scripps@univ.edu
P9457,Jerry  Scripps,3,Data Science,8.24,10.0,7.31,jerry..scripps@univ.edu
P9458,Jerry  Scripps,9,Cybersecurity,9.22,8.69,6.74,jerry..scripps@univ.edu
P9459,Richard  Gendron,3,Cybersecurity,6.16,7.4,6.48,richard..gendron@univ.edu
P9460,Richard  Gendron,11,Data Science,8.06,7.87,7.09,richard..gendron@univ.edu
P9461,Richard  Gendron,5,Mobile Development,7.82,7.61,5.76,richard..gendron@univ.edu
P9462,Richard  Gendron,14,Web Development,8.11,9.17,7.19,richard..gendron@univ.edu
P9463,Richard  Gendron,17,Cybersecurity,6.44,10.0,7.14,richard..gendron@univ.edu
P9464,Richard  Gendron,18,Data Science,7.12,7.78,6.69,richard..gendron@univ.edu
P9465,Richard  Gendron,12,Cybersecurity,6.44,6.09,7.26,richard..gendron@univ.edu
P9466,Richard  Gendron,8,Data Science,7.42,9.75,7.59,richard..gendron@univ.edu
P9467,Richard  Gendron,19,Web Development,5.96,6.65,6.51,richard..gendron@univ.edu
P9468,Richard  Gendron,19,AI/ML,8.64,8.13,8.02,richard..gendron@univ.edu
P9469,Richard  Gendron,20,Mobile Development,7.17,3.99,6.8,richard..gendron@univ.edu
P9470,Richard  Gendron,13,AI/ML,9.07,6.95,6.71,richard..gendron@univ.edu
P9471,Richard  Gendron,9,Data Science,6.21,9.09,8.76,richard..gendron@univ.edu
P9472,Richard  Gendron,12,Cybersecurity,7.24,8.94,8.16,richard..gendron@univ.edu
P9473,Richard  Gendron,9,Mobile Development,7.12,6.46,9.51,richard..gendron@univ.edu
P9474,Richard  Gendron,7,Web Development,7.8,8.53,7.74,richard..gendron@univ.edu
P9475,Richard  Gendron,14,Mobile Development,7.91,4.26,7.81,richard..gendron@univ.edu
P9476,Richard  Gendron,18,Cybersecurity,5.4,6.29,8.57,richard..gendron@univ.edu
P9477,Richard  Gendron,20,AI/ML,8.43,6.64,6.48,richard..gendron@univ.edu
P9478,Richard  Gendron,5,Data Science,8.07,9.42,6.94,richard..gendron@univ.edu
P9479,William  Smith,17,AI/ML,5.2,7.51,8.9,william..smith@univ.edu
P9480,William  Smith,7,Mobile Development,8.73,8.65,7.87,william..smith@univ.edu
P9481,William  Smith,15,Cybersecurity,5.48,9.03,6.26,william..smith@univ.edu
P9482,William  Smith,14,Data Science,7.33,7.96,9.21,william..smith@univ.edu
P9483,William  Smith,7,Cybersecurity,6.65,9.91,6.3,william..smith@univ.edu
P9484,Laura  Orella,8,Cybersecurity,6.78,6.69,8.14,laura..orella@univ.edu
P9485,Laura  Orella,9,Mobile Development,6.59,8.28,7.51,laura..orella@univ.edu
P9486,Laura  Orella,12,AI/ML,7.63,4.85,5.86,laura..orella@univ.edu
P9487,Laura  Orella,18,Cybersecurity,5.94,8.95,7.32,laura..orella@univ.edu
P9488,Laura  Orella,10,Cybersecurity,8.13,8.84,8.15,laura..orella@univ.edu
P9489,Laura  Orella,11,Cybersecurity,7.64,7.35,7.68,laura..orella@univ.edu
P9490,Laura  Orella,6,Data Science,6.81,7.08,7.18,laura..orella@univ.edu
P9491,Laura  Orella,10,Cybersecurity,8.05,9.6,7.24,laura..orella@univ.edu
P9492,Laura  Orella,9,Cybersecurity,6.39,7.14,8.29,laura..orella@univ.edu
P9493,Laura  Orella,17,Mobile Development,6.95,9.43,8.25,laura..orella@univ.edu
P9494,Laura  Orella,5,Cybersecurity,5.2,7.21,7.43,laura..orella@univ.edu
P9495,Laura  Orella,19,Cybersecurity,6.33,8.67,8.47,laura..orella@univ.edu
P9496,Laura  Orella,13,Mobile Development,5.95,6.05,8.92,laura..orella@univ.edu
P9497,Laura  Orella,11,Data Science,4.89,7.13,7.77,laura..orella@univ.edu
P9498,Laura  Orella,7,AI/ML,6.81,8.16,6.27,laura..orella@univ.edu
P9499,Laura  Orella,12,Mobile Development,6.86,10.0,8.01,laura..orella@univ.edu
P9500,Laura  Orella,17,Data Science,7.36,9.81,8.32,laura..orella@univ.edu
P9501,Laura  Orella,16,AI/ML,7.69,7.47,7.91,laura..orella@univ.edu
P9502,Laura  Orella,6,Cybersecurity,6.73,9.94,6.59,laura..orella@univ.edu
P9503,Laura  Orella,4,Mobile Development,7.6,7.67,6.93,laura..orella@univ.edu
P9504,Wayne  Erickson,14,Cybersecurity,8.07,9.06,8.96,wayne..erickson@univ.edu
P9505,Wayne  Erickson,3,Mobile Development,8.32,7.67,8.49,wayne..erickson@univ.edu
P9506,Wayne  Erickson,7,AI/ML,7.69,6.82,8.68,wayne..erickson@univ.edu
P9507,Wayne  Erickson,8,Data Science,7.59,7.24,8.94,wayne..erickson@univ.edu
P9508,Wayne  Erickson,13,Mobile Development,5.82,5.24,6.51,wayne..erickson@univ.edu
P9509,Wayne  Erickson,10,Data Science,7.97,7.23,5.82,wayne..erickson@univ.edu
P9510,Wayne  Erickson,9,Cybersecurity,5.81,6.21,8.75,wayne..erickson@univ.edu
P9511,Wayne  Erickson,6,Cybersecurity,7.39,8.47,4.78,wayne..erickson@univ.edu
P9512,Wayne  Erickson,8,AI/ML,7.8,9.2,9.78,wayne..erickson@univ.edu
P9513,Wayne  Erickson,18,AI/ML,7.52,7.34,7.66,wayne..erickson@univ.edu
P9514,Wayne  Erickson,17,Web Development,3.84,5.94,7.12,wayne..erickson@univ.edu
P9515,Wayne  Erickson,16,Web Development,7.97,9.52,7.03,wayne..erickson@univ.edu
P9516,Wayne  Erickson,14,AI/ML,8.81,7.42,6.84,wayne..erickson@univ.edu
P9517,Wayne  Erickson,14,Cybersecurity,5.1,9.72,8.06,wayne..erickson@univ.edu
P9518,Wayne  Erickson,18,Data Science,7.21,8.43,7.37,wayne..erickson@univ.edu
P9519,Wayne  Erickson,17,AI/ML,6.77,10.0,8.48,wayne..erickson@univ.edu
P9520,Wayne  Erickson,15,Data Science,7.05,7.69,8.85,wayne..erickson@univ.edu
P9521,Wayne  Erickson,13,Web Development,8.54,4.92,7.12,wayne..erickson@univ.edu
P9522,Wayne  Erickson,19,Data Science,7.29,8.21,8.09,wayne..erickson@univ.edu
P9523,Wayne  Erickson,17,AI/ML,5.83,6.55,7.85,wayne..erickson@univ.edu
P9524,Audrey  Cohen,16,Cybersecurity,6.2,6.53,7.13,audrey..cohen@univ.edu
P9525,Audrey  Cohen,12,AI/ML,6.07,9.94,6.37,audrey..cohen@univ.edu
P9526,Audrey  Cohen,14,Mobile Development,4.76,8.41,6.55,audrey..cohen@univ.edu
P9527,Audrey  Cohen,18,Mobile Development,6.34,6.93,8.86,audrey..cohen@univ.edu
P9528,Audrey  Cohen,17,Mobile Development,7.81,8.05,7.18,audrey..cohen@univ.edu
P9529,Audrey  Cohen,12,Cybersecurity,7.4,8.04,7.84,audrey..cohen@univ.edu
P9530,Stafford  Rorke,6,AI/ML,7.21,5.17,9.21,stafford..rorke@univ.edu
P9531,Stafford  Rorke,11,Mobile Development,6.65,9.29,6.77,stafford..rorke@univ.edu
P9532,Stafford  Rorke,11,AI/ML,6.91,9.11,8.01,stafford..rorke@univ.edu
P9533,Stafford  Rorke,13,Web Development,7.65,7.45,8.0,stafford..rorke@univ.edu
P9534,Stafford  Rorke,13,Mobile Development,8.02,8.34,7.05,stafford..rorke@univ.edu
P9535,Stafford  Rorke,9,Mobile Development,7.36,6.16,7.57,stafford..rorke@univ.edu
P9536,Stafford  Rorke,12,Cybersecurity,5.7,10.0,10.0,stafford..rorke@univ.edu
P9537,Stafford  Rorke,6,AI/ML,6.49,9.39,7.09,stafford..rorke@univ.edu
P9538,Stafford  Rorke,7,Cybersecurity,7.52,7.21,7.04,stafford..rorke@univ.edu
P9539,Stafford  Rorke,7,Cybersecurity,6.2,6.35,6.62,stafford..rorke@univ.edu
P9540,Stafford  Rorke,13,AI/ML,6.26,7.26,7.4,stafford..rorke@univ.edu
P9541,Stafford  Rorke,11,Web Development,7.84,6.85,7.85,stafford..rorke@univ.edu
P9542,Stafford  Rorke,18,AI/ML,7.95,8.62,9.22,stafford..rorke@univ.edu
P9543,Stafford  Rorke,11,Web Development,5.85,7.28,7.73,stafford..rorke@univ.edu
P9544,Stafford  Rorke,6,Cybersecurity,5.38,5.33,8.29,stafford..rorke@univ.edu
P9545,Stafford  Rorke,4,Web Development,5.55,7.35,6.36,stafford..rorke@univ.edu
P9546,Stafford  Rorke,16,Web Development,7.8,6.9,5.27,stafford..rorke@univ.edu
P9547,Stafford  Rorke,5,Web Development,5.99,9.23,8.63,stafford..rorke@univ.edu
P9548,Stafford  Rorke,20,Mobile Development,6.36,10.0,6.72,stafford..rorke@univ.edu
P9549,Sophie  Weeks,8,Mobile Development,5.52,7.85,4.66,sophie..weeks@univ.edu
P9550,Sophie  Weeks,13,Cybersecurity,7.02,8.15,9.62,sophie..weeks@univ.edu
P9551,Sophie  Weeks,20,AI/ML,6.72,6.8,9.1,sophie..weeks@univ.edu
P9552,Sophie  Weeks,14,Web Development,7.53,9.0,7.28,sophie..weeks@univ.edu
P9553,Sophie  Weeks,7,Mobile Development,7.41,7.67,6.57,sophie..weeks@univ.edu
P9554,Sophie  Weeks,11,AI/ML,4.66,8.05,6.16,sophie..weeks@univ.edu
P9555,Sophie  Weeks,20,Web Development,7.42,9.25,7.3,sophie..weeks@univ.edu
P9556,Leon  Stokesbury,5,AI/ML,6.9,8.92,8.32,leon..stokesbury@univ.edu
P9557,Leon  Stokesbury,11,Data Science,8.48,7.58,7.49,leon..stokesbury@univ.edu
P9558,Leon  Stokesbury,6,Web Development,6.01,9.18,7.57,leon..stokesbury@univ.edu
P9559,Leon  Stokesbury,19,AI/ML,7.66,10.0,9.7,leon..stokesbury@univ.edu
P9560,Leon  Stokesbury,19,Web Development,7.11,8.46,5.68,leon..stokesbury@univ.edu
P9561,Leon  Stokesbury,4,Web Development,5.97,8.78,8.07,leon..stokesbury@univ.edu
P9562,Leon  Stokesbury,11,Data Science,8.28,8.89,8.4,leon..stokesbury@univ.edu
P9563,Leon  Stokesbury,11,AI/ML,7.48,6.43,7.31,leon..stokesbury@univ.edu
P9564,Leon  Stokesbury,7,Cybersecurity,6.59,8.72,9.22,leon..stokesbury@univ.edu
P9565,Leon  Stokesbury,17,Mobile Development,5.96,7.79,8.71,leon..stokesbury@univ.edu
P9566,Leon  Stokesbury,17,Web Development,8.39,9.88,8.07,leon..stokesbury@univ.edu
P9567,Leon  Stokesbury,5,Web Development,8.03,8.21,6.93,leon..stokesbury@univ.edu
P9568,Leon  Stokesbury,5,Web Development,7.01,7.24,6.27,leon..stokesbury@univ.edu
P9569,Leon  Stokesbury,8,Web Development,6.98,7.52,5.57,leon..stokesbury@univ.edu
P9570,Leon  Stokesbury,6,Mobile Development,5.65,10.0,9.19,leon..stokesbury@univ.edu
P9571,Leon  Stokesbury,15,Cybersecurity,8.65,10.0,10.0,leon..stokesbury@univ.edu
P9572,Leon  Stokesbury,15,Data Science,5.66,8.6,8.27,leon..stokesbury@univ.edu
P9573,Shele  Bannon,13,Cybersecurity,8.09,6.96,7.74,shele..bannon@univ.edu
P9574,Shele  Bannon,7,Mobile Development,9.42,5.95,7.67,shele..bannon@univ.edu
P9575,Shele  Bannon,3,AI/ML,6.08,7.28,7.84,shele..bannon@univ.edu
P9576,John  Westwater,11,Data Science,6.4,8.09,8.73,john..westwater@univ.edu
P9577,John  Westwater,19,Data Science,6.05,7.23,5.53,john..westwater@univ.edu
P9578,John  Westwater,3,AI/ML,8.49,6.18,7.59,john..westwater@univ.edu
P9579,John  Westwater,5,Web Development,7.16,8.57,6.94,john..westwater@univ.edu
P9580,John  Westwater,17,Mobile Development,5.22,7.49,7.76,john..westwater@univ.edu
